(graphit grey)=0.4
(pair mankind)=0.027777777777777776
(low free)=0.038461538461538464
(origin rivet)=0.18181818181818182
(home friend)=0.08695652173913043
(custom complet)=0.125
(sandal “filth‿)=0.09090909090909091
(today thank)=0.03636363636363636
(cozi coral)=0.6666666666666666
(figur locat)=0.6666666666666666
(sale free)=0.012658227848101266
(cutest color)=0.6666666666666666
(vintag style)=0.2
(detail new)=0.017543859649122806
(style romper)=0.009615384615384616
(receiv right)=0.16666666666666666
(tonight bonobo)=0.058823529411764705
(leviincommut buy)=0.2857142857142857
(trucker –)=0.05714285714285714
(you…fre day)=0.6666666666666666
(strong today)=0.25
(friend your)=0.02531645569620253
(lose formal)=0.08
(men new)=0.025210084033613446
(dinner hotel)=0.5
(mankind pant)=0.009478672985781991
(boot charlesdavidboot)=0.03508771929824561
(wear favorit)=0.013513513513513514
(ashle skirt)=0.5
(reflect light)=0.3333333333333333
(code famfre)=0.0625
(bleach sleeveless)=0.6666666666666666
(save entir)=0.5
(kidsootd fashionkid)=0.6666666666666666
(day wont)=0.006557377049180328
(s button)=2.734107997265892E-4
(orchard clog)=0.6666666666666666
(new hmlovesmus)=0.00904977375565611
(feat pravvi)=0.03636363636363636
(store discov)=0.008733624454148471
(jean isola)=0.006825938566552901
(perfect sunsoak)=0.031746031746031744
(outfit shirtzaraa)=0.05405405405405406
(societi lot)=0.6666666666666666
(trucker tie)=0.07142857142857142
(construct creat)=0.4
(tux limit)=0.2857142857142857
(vintag arriv)=0.15384615384615385
(throw curv)=0.25
(look beach)=0.007633587786259542
(second round)=0.2857142857142857
(hi price)=0.0030211480362537764
(scene classi)=0.13333333333333333
(shoeaddict trendysho)=0.6666666666666666
(eliaszandella rose)=0.03125
(swift wear)=0.6666666666666666
(women health)=0.1111111111111111
(nat motiv)=0.02531645569620253
(win surpris)=0.028985507246376812
(perfect hotweath)=0.0273972602739726
(commut rang)=0.08333333333333333
(wallet eliaszandella)=0.125
(turk mankind)=0.6666666666666666
(streetst style)=0.6666666666666666
(race imboden)=0.028169014084507043
(runway letthemstar)=0.2222222222222222
(mr fari)=0.25
(rigid s)=0.6666666666666666
(print flow)=0.08
(peopl layer)=0.014705882352941176
(man campaign)=0.015748031496062992
(denim daze)=0.015625
(come where)=0.0425531914893617
(jsxtr besobold)=0.08
(newburi black)=0.3333333333333333
(soul freepeopl)=0.6666666666666666
(‘proud commut)=0.6666666666666666
(trip summer)=0.06666666666666667
(fenway park)=0.6666666666666666
(bitten readi)=0.6666666666666666
(gorgeous wed)=0.2857142857142857
(youll receiv)=0.6666666666666666
(belt smoke)=0.07407407407407407
(classic pocket)=0.029411764705882353
(block calendar)=0.2222222222222222
(barlovefood join)=0.6666666666666666
(fearless leather)=0.04081632653061224
(near shop)=0.028985507246376812
(cus david)=0.0392156862745098
(preorder check)=0.2
(come check)=0.08695652173913043
(fall shop)=0.05
(jean women)=0.014492753623188406
(coat deep)=0.13333333333333333
(leg shop)=0.031746031746031744
(blazer avail)=0.25
(help today)=0.2857142857142857
(sale nearest)=0.016
(radio legend)=0.4
(slimmer cut)=0.4
(congrat truewish)=1.0
(comfort durabl)=0.13333333333333333
(eye hmlife)=0.2222222222222222
(s hampden)=2.448280083241523E-4
(gig nsci)=0.4
(rise leg)=0.125
(short black)=0.02666666666666667
(time hire)=0.045454545454545456
(arm cuff)=0.037037037037037035
(fall tonight)=0.06060606060606061
(valid pm)=0.2857142857142857
(tous portug)=0.2857142857142857
(trip weve)=0.08
(jumpsuit breakin)=0.4
(camo pant)=0.6666666666666666
(acdc tank)=0.6666666666666666
(just midnight)=0.019230769230769232
(line tradek)=0.018691588785046728
(love anusha)=0.016
(fli icon)=0.3333333333333333
(leviscool contest)=0.42857142857142855
(taylor dress)=0.3333333333333333
(dress seen)=0.019417475728155338
(street look)=0.05714285714285714
(shopthehangout live)=0.4
(wash obsidian)=0.2857142857142857
(gold avail)=0.08695652173913043
(way perk)=0.022222222222222223
(time year)=0.03773584905660377
(shopmbloc shopmonkeesofmountainbrook)=0.3333333333333333
(ade appeal)=0.0273972602739726
(infin mall)=0.10526315789473684
(amaz layer)=0.25
(alik peopl)=0.5
(shout truereligion)=0.6666666666666666
(necklac add)=0.028985507246376812
(black orchard)=0.041666666666666664
(f special)=7.064641469445425E-4
(read blog)=0.02666666666666667
(summer today)=0.015748031496062992
(read miranda)=0.027777777777777776
(tunein okc)=0.6666666666666666
(bodycon leather)=0.6666666666666666
(jacket fendi)=0.02197802197802198
(avail free)=0.03125
(christma eve)=1.0
(detail repres)=0.05128205128205128
(stretch twill)=0.2857142857142857
(navystyl stripe)=0.6666666666666666
(fall womenswear)=0.019230769230769232
(new citi)=0.006557377049180328
(uk scotch)=0.08333333333333333
(orlean join)=0.4
(fam goinupona)=0.045454545454545456
(plat price)=0.13333333333333333
(turn here)=0.09090909090909091
(ca info)=0.006289308176100629
(al rufai)=0.001996007984031936
(store labor)=0.008298755186721992
(tag friend)=0.022988505747126436
(itgirl bellahadid)=1.0
(footwear sling)=0.2
(ikk zara)=0.2857142857142857
(natur swag)=0.1111111111111111
(bag video)=0.024691358024691357
(switchup trucker)=0.6666666666666666
(westbrook style)=0.16666666666666666
(flare jean)=0.07142857142857142
(kessler pair)=0.6666666666666666
(need hmlife)=0.09523809523809523
(sign allow)=0.034482758620689655
(time itali)=0.037037037037037035
(bold style)=0.03125
(collect leviincommut)=0.025974025974025976
(allnew sunset)=0.6666666666666666
(outlet west)=0.2857142857142857
(white shirt)=0.05263157894736842
(famnewera fw)=0.15384615384615385
(size xs)=0.13333333333333333
(custom trucker)=0.06666666666666667
(comfort live)=0.09090909090909091
(danc dark)=0.4
(kati perri)=0.6666666666666666
(cus wainwright)=0.1
(jean free)=0.010582010582010581
(commut readi)=0.06060606060606061
(bronz free)=0.6666666666666666
(tow neighbour)=0.15384615384615385
(fatigu infin)=0.15384615384615385
(hack need)=0.5
(love hope)=0.017391304347826087
(today basic)=0.023809523809523808
(leader month)=0.375
(find stori)=0.05555555555555555
(khadi trucker)=0.3333333333333333
(floral short)=0.3333333333333333
(view adam)=0.10526315789473684
(alpha moment)=0.6666666666666666
(perfect silhouett)=0.02857142857142857
(nyc facebook)=0.10526315789473684
(leather leather)=0.027777777777777776
(skirt black)=0.1111111111111111
(born remix)=0.3333333333333333
(like itgirl)=0.02666666666666667
(wardrob deserv)=0.1
(red white)=0.028985507246376812
(fast dye)=0.6666666666666666
(life littl)=0.05128205128205128
(premium denim)=0.5
(wash detail)=0.15384615384615385
(sens word)=0.6666666666666666
(monkeesofmountainbrook shoploc)=0.2222222222222222
(tonight weatherpacquiao)=0.05714285714285714
(launch new)=0.16666666666666666
(tonight shop)=0.09090909090909091
(levi bhubaneswar)=0.0273972602739726
(jean wait)=0.00823045267489712
(bandit short)=0.6666666666666666
(milli knit)=0.3333333333333333
(shinjuku rd)=0.4
(intim start)=0.3333333333333333
(levi commut)=0.029411764705882353
(gap mankind)=0.4
(your welcom)=0.010752688172043012
(detail nsf)=0.05263157894736842
(pichulik michael)=0.6666666666666666
(jean india)=0.01282051282051282
(fabric store)=0.09090909090909091
(style choos)=0.00749063670411985
(denim jacket)=0.011428571428571429
(watersho windcheat)=0.6666666666666666
(season left)=0.013513513513513514
(abbot kinney)=0.6666666666666666
(open till)=0.1111111111111111
(just hot)=0.0196078431372549
(rank distinct)=0.5
(includ promo)=0.18181818181818182
(zara night)=0.0425531914893617
(peopl here)=0.017857142857142856
(zara necklac)=0.0273972602739726
(ultim outfit)=0.2
(dream layer)=0.11764705882352941
(summer monochrom)=0.017094017094017096
(delhi levi)=0.13333333333333333
(accessori season)=0.2
(bershka shirt)=0.6666666666666666
(wear spring)=0.02040816326530612
(black slate)=0.07142857142857142
(major lesson)=0.6666666666666666
(imag poor)=0.4
(girl real)=0.05405405405405406
(flare whiteown)=0.1111111111111111
(gonna excit)=0.6666666666666666
(smile go)=0.2857142857142857
(reason runway)=0.3333333333333333
(unchang shop)=0.6666666666666666
(cred shop)=0.25
(teal susanamonaco)=0.2857142857142857
(flatbush avenu)=0.4
(insid complet)=0.18181818181818182
(yall love)=0.4
(shop allnew)=0.023255813953488372
(just shopfay)=0.018691588785046728
(right ive)=0.05263157894736842
(grey size)=0.125
(le fashion)=0.001597444089456869
(roof icon)=0.5
(cart spring)=0.6666666666666666
(look hmindia)=0.014150943396226415
(street art)=0.11538461538461539
(weekend houston)=0.018518518518518517
(brigad construct)=0.6666666666666666
(ear explor)=0.005952380952380952
(tee denim)=0.047619047619047616
(tomorrow live)=0.07142857142857142
(like deepika)=0.03508771929824561
(black trip)=0.09090909090909091
(photo sharp)=0.038461538461538464
(trend answer)=0.05
(zara sale)=0.02666666666666667
(golden lane)=0.2857142857142857
(sheffield avail)=0.6666666666666666
(sens style)=0.4
(what life)=0.08333333333333333
(nat kite)=0.041666666666666664
(kravitz fashionforward)=0.6666666666666666
(american beat)=0.5
(sandal cole)=0.11764705882352941
(visit flatbush)=0.18181818181818182
(s tell)=2.4423006472096715E-4
(make room)=0.06666666666666667
(leg lightweight)=0.044444444444444446
(essenti nahmastay)=0.0625
(wear downsiz)=0.017699115044247787
(torigonzal shop)=0.6666666666666666
(colombia spain)=0.6666666666666666
(poster child)=0.6666666666666666
(hurri levi)=0.2222222222222222
(kapoor give)=0.6666666666666666
(greg kessler)=0.6666666666666666
(degre heat)=1.0
(‘s vibe)=1.0
(cold fearless)=0.4
(lovett mumford)=0.6666666666666666
(littl door)=0.08333333333333333
(kristin tee)=0.6666666666666666
(hotel cara)=0.6666666666666666
(distress short)=0.25
(rock free)=0.05263157894736842
(ladi start)=0.07142857142857142
(show wear)=0.08333333333333333
(giambattistavallixfam summer)=1.0
(stevi nick)=0.6666666666666666
(silhouett bold)=0.2
(alissa kepa)=0.6666666666666666
(celebr rs)=0.09523809523809523
(looksfring print)=0.6666666666666666
(robin wright)=0.6666666666666666
(weekend event)=0.025
(creat big)=0.041666666666666664
(rebelli today)=0.6666666666666666
(cruis drool)=0.6666666666666666
(pant culott)=0.06060606060606061
(cloth eileenfish)=0.043478260869565216
(easi fall)=0.10526315789473684
(everyday your)=0.18181818181818182
(pant sale)=0.07142857142857142
(allia al)=0.6666666666666666
(item earli)=0.06060606060606061
(laidback summer)=0.3333333333333333
(week check)=0.01015228426395939
(dress went)=0.03571428571428571
(shoe colour)=0.045454545454545456
(day dont)=0.006472491909385114
(nordstrom forev)=0.5
(onlin sign)=0.01694915254237288
(stori shop)=0.2857142857142857
(blank itinerari)=0.6666666666666666
(new treasur)=0.008733624454148471
(swatch koov)=0.6666666666666666
(new rbss)=0.010526315789473684
(jean leatherlik)=0.010810810810810811
(style editrix)=0.008547008547008548
(cuff learn)=0.2222222222222222
(style nail)=0.006644518272425249
(beautifi space)=0.6666666666666666
(jimmi butler)=0.6666666666666666
(mankind europ)=0.044444444444444446
(patch repair)=0.125
(check link)=0.022988505747126436
(weather style)=0.14285714285714285
(moda zara)=0.5
(frye compani)=0.4
(scene video)=0.11764705882352941
(lot new)=0.028169014084507043
(display nepal)=0.4
(valid th)=0.4
(wear belov)=0.014084507042253521
(sale kick)=0.014598540145985401
(star rag)=0.01694915254237288
(color tri)=0.11764705882352941
(white today)=0.03333333333333333
(perfor leather)=0.125
(design share)=0.0625
(cut –)=0.047619047619047616
(midnight tonight)=0.25
(levi classic)=0.008097165991902834
(adam katzsind)=0.2857142857142857
(medin man)=0.6666666666666666
(featur mankind)=0.034482758620689655
(level denim)=0.25
(jacket repel)=0.043478260869565216
(von joel)=0.2857142857142857
(sport truereligion)=0.4
(great new)=0.13333333333333333
(know final)=0.06666666666666667
(detaileddenim fall)=0.14285714285714285
(latest technolog)=0.14285714285714285
(gladiat booti)=0.2222222222222222
(make phd)=0.022988505747126436
(look stylish)=0.007722007722007722
(pant stillwat)=0.05
(s inspir)=0.0015164047422111938
(clean crisp)=0.3333333333333333
(topshop zara)=0.2222222222222222
(wear easi)=0.01680672268907563
(sure join)=0.08333333333333333
(true religion)=0.2222222222222222
(capsul avail)=0.3333333333333333
(slight edgi)=0.6666666666666666
(tuxedo blazer)=0.2857142857142857
(art duo)=0.017543859649122806
(eleg effortless)=1.0
(u latest)=5.341880341880342E-4
(pack road)=0.2222222222222222
(thing come)=0.04081632653061224
(fashion fashionforward)=0.013245033112582781
(visit store)=0.15384615384615385
(fashionblogg shoeblogg)=0.11764705882352941
(dress season)=0.017241379310344827
(new indigo)=0.005917159763313609
(light citi)=0.1111111111111111
(wear mankind)=0.021739130434782608
(tank infin)=0.028169014084507043
(drop say)=0.15384615384615385
(belt free)=0.07142857142857142
(ahead retro)=0.6666666666666666
(charli flare)=1.0
(n v)=0.0014689680499449136
(tandon fanstribut)=0.25
(updat wash)=0.10526315789473684
(need festiv)=0.06896551724137931
(mad commut)=0.08333333333333333
(check high)=0.025974025974025976
(fit shop)=0.036036036036036036
(wore pant)=0.2857142857142857
(tattooz rider)=0.6666666666666666
(crush shop)=0.6666666666666666
(layer piec)=0.06666666666666667
(new height)=0.005649717514124294
(age say)=0.05263157894736842
(updat classic)=0.16666666666666666
(sin evil)=0.05555555555555555
(holiday trucker)=0.05263157894736842
(bed hmlife)=0.14285714285714285
(emili ratajkowski)=0.6
(good thing)=0.10714285714285714
(metal skinni)=0.2
(london free)=0.2
(suarez parti)=0.6666666666666666
(pair …on)=0.029411764705882353
(th phoenix)=0.0010520778537611783
(jean zara)=0.010869565217391304
(ipad head)=0.6666666666666666
(moment term)=0.15384615384615385
(dress strappi)=0.025
(come milan)=0.04
(awkward imper)=0.6666666666666666
(littl black)=0.07692307692307693
(simpl stylish)=0.18181818181818182
(everreadi that)=0.6666666666666666
(slit side)=0.6666666666666666
(famsumm extra)=0.3333333333333333
(brandon crawford)=0.6666666666666666
(design tori)=0.047619047619047616
(tee cardigan)=0.05263157894736842
(tailor revisit)=0.25
(watch street)=0.034482758620689655
(meet cuttingedg)=0.09523809523809523
(stylist trend)=0.15384615384615385
(play cloth)=0.08695652173913043
(hit snooz)=0.020833333333333332
(fajl hoop)=0.6666666666666666
(bold super)=0.017241379310344827
(check favorit)=0.03773584905660377
(oneteaspoon bandit)=0.6666666666666666
(shelley love)=0.6666666666666666
(rb singer)=0.043478260869565216
(origin hm)=0.14285714285714285
(dedic display)=0.6666666666666666
(wind retail)=0.15384615384615385
(share ultim)=0.3333333333333333
(india swatch)=0.0273972602739726
(n e)=0.0033794832661070535
(style old)=0.010101010101010102
(nudeheel shoeaddict)=0.6666666666666666
(j brand)=0.007042253521126761
(tie better)=0.2222222222222222
(search beatric)=0.2222222222222222
(goe beverag)=0.4
(print holiday)=0.08695652173913043
(pair free)=0.022988505747126436
(ambrosio shop)=0.6666666666666666
(method rivet)=0.6666666666666666
(wardrob need)=0.08333333333333333
(bother mumbai)=0.6666666666666666
(replenish readi)=0.6666666666666666
(dress sale)=0.03636363636363636
(rock destruct)=0.06666666666666667
(peopl splendid)=0.008888888888888889
(collect includ)=0.012658227848101266
(sign link)=0.03333333333333333
(sleeveless pic)=0.25
(necklac earring)=0.027777777777777776
(lamin coat)=0.6666666666666666
(thread bring)=0.14285714285714285
(wait hit)=0.11764705882352941
(famhk chanc)=0.4
(just ad)=0.05970149253731343
(help long)=0.18181818181818182
(billabong flannel)=0.4
(tamer hesham)=0.6666666666666666
(weather appropri)=0.15384615384615385
(bcbgener shoe)=0.4
(month view)=0.14285714285714285
(roll great)=0.08333333333333333
(rd floor)=0.008368200836820083
(know use)=0.05
(recent festiv)=0.2857142857142857
(beachsid venic)=1.0
(laszlo konrath)=0.6666666666666666
(shop favourit)=0.0036968576709796672
(beach bagand)=0.047619047619047616
(authent im)=0.5
(cyrus sahukar)=0.5
(bracelet havaiana)=0.03636363636363636
(take summer)=0.09090909090909091
(detailsamplifi shop)=1.0
(truereligion chanc)=0.4
(bit retail)=0.18181818181818182
(return item)=0.2
(citi indoor)=0.047619047619047616
(jean armi)=0.0106951871657754
(bag carri)=0.04878048780487805
(besti instagram)=0.6666666666666666
(summer color)=0.014925373134328358
(meet chingylam)=0.11764705882352941
(demand weve)=0.3333333333333333
(fit occas)=0.019801980198019802
(anai latest)=0.6666666666666666
(natur eliaszandella)=0.13333333333333333
(truereligion send)=0.10526315789473684
(gift list)=0.0392156862745098
(hvnt open)=0.6666666666666666
(dread rain)=0.5
(ss divis)=0.003125
(move slow)=0.16666666666666666
(purchas pair)=0.05128205128205128
(earli make)=0.4
(shop ricki)=0.0027434842249657062
(old friend)=0.016260162601626018
(jean mankind)=0.017543859649122806
(sheen weekend)=0.6666666666666666
